overlap_key_type,overlap_key,n_rows,datasets,splits,overlap_type,relative_image_paths,hash_check_performed
filename,IDRiD_046.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_046.png;IDRiD_data/train/eproDR/IDRiD_046.png,True
filename,IDRiD_047.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_047.png;IDRiD_data/train/cmoderateDR/IDRiD_047.png,True
filename,IDRiD_048.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/eproDR/IDRiD_048.png;IDRiD_data/train/cmoderateDR/IDRiD_048.png,True
filename,IDRiD_049.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_049.png;IDRiD_data/train/dsevereDR/IDRiD_049.png,True
filename,IDRiD_050.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_050.png;IDRiD_data/train/cmoderateDR/IDRiD_050.png,True
filename,IDRiD_051.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_051.png;IDRiD_data/val/cmoderateDR/IDRiD_051.png,True
filename,IDRiD_052.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_052.png;IDRiD_data/val/cmoderateDR/IDRiD_052.png,True
filename,IDRiD_053.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/eproDR/IDRiD_053.png;IDRiD_data/train/eproDR/IDRiD_053.png,True
filename,IDRiD_054.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_054.png;IDRiD_data/train/eproDR/IDRiD_054.png,True
filename,IDRiD_055.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_055.png;IDRiD_data/train/dsevereDR/IDRiD_055.png,True
filename,IDRiD_056.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_056.png;IDRiD_data/train/cmoderateDR/IDRiD_056.png,True
filename,IDRiD_057.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/eproDR/IDRiD_057.png;IDRiD_data/train/dsevereDR/IDRiD_057.png,True
filename,IDRiD_058.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_058.png;IDRiD_data/train/cmoderateDR/IDRiD_058.png,True
filename,IDRiD_059.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_059.png;IDRiD_data/train/cmoderateDR/IDRiD_059.png,True
filename,IDRiD_060.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/dsevereDR/IDRiD_060.png;IDRiD_data/train/cmoderateDR/IDRiD_060.png,True
filename,IDRiD_061.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/eproDR/IDRiD_061.png;IDRiD_data/train/cmoderateDR/IDRiD_061.png,True
filename,IDRiD_062.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/eproDR/IDRiD_062.png;IDRiD_data/train/eproDR/IDRiD_062.png,True
filename,IDRiD_063.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/bmildDR/IDRiD_063.png;IDRiD_data/train/cmoderateDR/IDRiD_063.png,True
filename,IDRiD_064.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/dsevereDR/IDRiD_064.png;IDRiD_data/train/cmoderateDR/IDRiD_064.png,True
filename,IDRiD_065.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_065.png;IDRiD_data/train/dsevereDR/IDRiD_065.png,True
filename,IDRiD_066.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/dsevereDR/IDRiD_066.png;IDRiD_data/val/dsevereDR/IDRiD_066.png,True
filename,IDRiD_067.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_067.png;IDRiD_data/train/eproDR/IDRiD_067.png,True
filename,IDRiD_068.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_068.png;IDRiD_data/train/cmoderateDR/IDRiD_068.png,True
filename,IDRiD_069.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_069.png;IDRiD_data/train/cmoderateDR/IDRiD_069.png,True
filename,IDRiD_070.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_070.png;IDRiD_data/train/eproDR/IDRiD_070.png,True
filename,IDRiD_071.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_071.png;IDRiD_data/train/cmoderateDR/IDRiD_071.png,True
filename,IDRiD_072.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_072.png;IDRiD_data/train/cmoderateDR/IDRiD_072.png,True
filename,IDRiD_073.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/bmildDR/IDRiD_073.png;IDRiD_data/train/cmoderateDR/IDRiD_073.png,True
filename,IDRiD_074.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/bmildDR/IDRiD_074.png;IDRiD_data/train/cmoderateDR/IDRiD_074.png,True
filename,IDRiD_075.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_075.png;IDRiD_data/train/dsevereDR/IDRiD_075.png,True
filename,IDRiD_076.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_076.png;IDRiD_data/val/cmoderateDR/IDRiD_076.png,True
filename,IDRiD_077.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_077.png;IDRiD_data/train/dsevereDR/IDRiD_077.png,True
filename,IDRiD_078.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_078.png;IDRiD_data/train/cmoderateDR/IDRiD_078.png,True
filename,IDRiD_079.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_079.png;IDRiD_data/train/bmildDR/IDRiD_079.png,True
filename,IDRiD_080.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_080.png;IDRiD_data/val/cmoderateDR/IDRiD_080.png,True
filename,IDRiD_081.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_081.png;IDRiD_data/train/eproDR/IDRiD_081.png,True
filename,IDRiD_082.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_082.png;IDRiD_data/train/cmoderateDR/IDRiD_082.png,True
filename,IDRiD_083.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_083.png;IDRiD_data/val/cmoderateDR/IDRiD_083.png,True
filename,IDRiD_084.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_084.png;IDRiD_data/val/cmoderateDR/IDRiD_084.png,True
filename,IDRiD_085.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/bmildDR/IDRiD_085.png;IDRiD_data/train/cmoderateDR/IDRiD_085.png,True
filename,IDRiD_086.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_086.png;IDRiD_data/train/eproDR/IDRiD_086.png,True
filename,IDRiD_087.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/eproDR/IDRiD_087.png;IDRiD_data/train/cmoderateDR/IDRiD_087.png,True
filename,IDRiD_088.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_088.png;IDRiD_data/train/dsevereDR/IDRiD_088.png,True
filename,IDRiD_089.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_089.png;IDRiD_data/train/eproDR/IDRiD_089.png,True
filename,IDRiD_090.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_090.png;IDRiD_data/train/eproDR/IDRiD_090.png,True
filename,IDRiD_091.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_091.png;IDRiD_data/train/cmoderateDR/IDRiD_091.png,True
filename,IDRiD_092.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_092.png;IDRiD_data/train/cmoderateDR/IDRiD_092.png,True
filename,IDRiD_093.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_093.png;IDRiD_data/train/cmoderateDR/IDRiD_093.png,True
filename,IDRiD_094.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_094.png;IDRiD_data/val/cmoderateDR/IDRiD_094.png,True
filename,IDRiD_095.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_095.png;IDRiD_data/train/dsevereDR/IDRiD_095.png,True
filename,IDRiD_096.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_096.png;IDRiD_data/train/eproDR/IDRiD_096.png,True
filename,IDRiD_097.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_097.png;IDRiD_data/train/cmoderateDR/IDRiD_097.png,True
filename,IDRiD_098.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_098.png;IDRiD_data/train/dsevereDR/IDRiD_098.png,True
filename,IDRiD_099.png,2,IDRiD_data,test;train,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_099.png;IDRiD_data/train/dsevereDR/IDRiD_099.png,True
filename,IDRiD_100.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_100.png;IDRiD_data/val/eproDR/IDRiD_100.png,True
filename,IDRiD_101.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/bmildDR/IDRiD_101.png;IDRiD_data/val/dsevereDR/IDRiD_101.png,True
filename,IDRiD_102.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/cmoderateDR/IDRiD_102.png;IDRiD_data/val/cmoderateDR/IDRiD_102.png,True
filename,IDRiD_103.png,2,IDRiD_data,test;val,cross_split_within_dataset,IDRiD_data/test/anoDR/IDRiD_103.png;IDRiD_data/val/cmoderateDR/IDRiD_103.png,True
md5,04bf2b5b3c260e27926e82fed2f39014,2,IDRiD_data,train,within_split_or_duplicate_name,IDRiD_data/train/dsevereDR/IDRiD_327.png;IDRiD_data/train/eproDR/IDRiD_028.png,True
md5,068348efd5c2152f402d11b2d0119153,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/bmilddr/d567a1a22d33.png;APTOS2019/train/bmilddr/12e3f5f2cb17.png,True
md5,07ee7f65fe0844fafbeac42991271ad6,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/eproliferativedr/ba735b286d62.png;APTOS2019/train/eproliferativedr/ed3a0fc5b546.png,True
md5,0d243e776e46eb194254189e7c3e7a12,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/eproliferativedr/22895c89792f.png;APTOS2019/train/eproliferativedr/bd5013540a13.png,True
md5,1078277dbdfb0f7fbdfd956dba625d76,2,APTOS2019,test,within_split_or_duplicate_name,APTOS2019/test/bmilddr/65e51e18242b.png;APTOS2019/test/bmilddr/cc12453ea915.png,True
md5,148e35c01e9260b50ea2da71fe2d1d54,3,APTOS2019,test;train;val,cross_split_within_dataset,APTOS2019/test/bmilddr/51131b48f9d4.png;APTOS2019/train/cmoderatedr/8cb6b0efaaac.png;APTOS2019/val/cmoderatedr/42a850acd2ac.png,True
md5,1bf8f4104d715d887a2b45164e92f0c7,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/cmoderatedr/7a0cff4c24b2.png;APTOS2019/train/cmoderatedr/86baef833ae0.png,True
md5,1ea7ab16955202d656e018369b57ac13,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/bmilddr/00cb6555d108.png;APTOS2019/train/bmilddr/ca25745942b0.png,True
md5,203e26913ba1346badddf113da6ecc4b,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/cmoderatedr/a505981d1cab.png;APTOS2019/train/cmoderatedr/d994203deb64.png,True
md5,2090d1a766de8b537ac5fb366442236f,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/bmilddr/8fc09fecd22f.png;APTOS2019/train/bmilddr/d1cad012a254.png,True
md5,23db4f5453f7e5a5136fb41fe7763e0d,2,MESSIDOR2,train,within_split_or_duplicate_name,MESSIDOR2/train/bmilddr/20051202_54547_0400_PP.png;MESSIDOR2/train/bmilddr/20051202_55498_0400_PP.png,True
md5,2c9d1094bde5b1afe5cc6377f4d0c921,2,APTOS2019,test;val,cross_split_within_dataset,APTOS2019/test/cmoderatedr/c9f0dc2c8b43.png;APTOS2019/val/cmoderatedr/9c5dd3612f0c.png,True
md5,2d388770f8e3e4be3d10828da3a6f49e,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/cmoderatedr/1006345f70b7.png;APTOS2019/train/cmoderatedr/435d900fa7b2.png,True
md5,30b3996770677e64b2254fa25b04c0ff,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/bmilddr/36041171f441.png;APTOS2019/train/bmilddr/595446774178.png,True
md5,319b379ef66fc212f567b42a0bc19041,2,IDRiD_data,train,within_split_or_duplicate_name,IDRiD_data/train/bmildDR/IDRiD_021.png;IDRiD_data/train/cmoderateDR/IDRiD_391.png,True
md5,330e6ef3c69a0d625937944abe650cb0,2,APTOS2019,test;val,cross_split_within_dataset,APTOS2019/test/cmoderatedr/1ae8c165fd53.png;APTOS2019/val/cmoderatedr/5a36cea278ae.png,True
md5,334a1d9016f1a4690d0de390c11e6f43,2,APTOS2019,train;val,cross_split_within_dataset,APTOS2019/train/dseveredr/fcc6aa6755e6.png;APTOS2019/val/eproliferativedr/60f15dd68d30.png,True
md5,351fc4c0ea2c20bb619a44fb5c6e2116,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/cmoderatedr/da0a1043abf7.png;APTOS2019/train/cmoderatedr/b13d72ceea26.png,True
md5,3749fdc34e67830f5205e2666a061c82,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/cmoderatedr/48c49f662f7d.png;APTOS2019/train/cmoderatedr/6cb98da77e3e.png,True
md5,3c2622fc5792dee9ee024f6a9d98f91f,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/cmoderatedr/86b3a7929bec.png;APTOS2019/train/cmoderatedr/1b4625877527.png,True
md5,3e41abb50a51769df398bde067347a5a,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/cmoderatedr/f23902998c21.png;APTOS2019/train/dseveredr/e8d1c6c07cf2.png,True
md5,3faf854ffd92730e8fa9236286344da3,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/eproliferativedr/3b4a5fcbe5e0.png;APTOS2019/train/eproliferativedr/3ca637fddd56.png,True
md5,417162c0c8a9b6d1539f011e02846728,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/anodr/906d02fb822d.png;APTOS2019/train/anodr/a4012932e18d.png,True
md5,43751abcf726d724bc88603aaa461ef4,4,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/bmilddr/c027e5482e8c.png;APTOS2019/train/bmilddr/7a3ea1779b13.png;APTOS2019/train/bmilddr/a8582e346df0.png;APTOS2019/train/bmilddr/ca6842bfcbc9.png,True
md5,44d129e65b8cb0565e751c1107cdff47,2,APTOS2019,train;val,cross_split_within_dataset,APTOS2019/train/cmoderatedr/f4d3777f2710.png;APTOS2019/val/cmoderatedr/5dc23e440de3.png,True
md5,45d5a27bd38bb5b68431c1e8b7798334,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/bmilddr/35aa7f5c2ec0.png;APTOS2019/train/cmoderatedr/1c4d87baaffc.png,True
md5,483d8120d32d22ec6742a29f55621caf,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/bmilddr/63a03880939c.png;APTOS2019/train/bmilddr/05a5183c92d0.png,True
md5,4c797f764e373b1c0a81c1c1e5974ad9,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/cmoderatedr/2b21d293fdf2.png;APTOS2019/train/cmoderatedr/2a3a1ed1c285.png,True
md5,4ccfd25a942de1caa8e2191763528d79,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/cmoderatedr/012a242ac6ff.png;APTOS2019/train/cmoderatedr/1f07dae3cadb.png,True
md5,4df02a845fb107d8eb722825a1cf4e83,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/anodr/c546670d9684.png;APTOS2019/train/bmilddr/30cab14951ac.png,True
md5,4e4f0d882bb375801b5c8fdedc9994a4,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/bmilddr/68332fdcaa70.png;APTOS2019/train/bmilddr/d801c0a66738.png,True
md5,50424f78eb810fb9c2619134ec41aa4f,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/cmoderatedr/14515b8f19b6.png;APTOS2019/train/cmoderatedr/ba2624883599.png,True
md5,507e5a50d9876b06b3f8fcc7fb0c38d0,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/cmoderatedr/4ce74e5eb51d.png;APTOS2019/train/cmoderatedr/c68dfa021d62.png,True
md5,51698c57e72398ab5c847fb39881ab30,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/cmoderatedr/98104c8c67eb.png;APTOS2019/train/cmoderatedr/75a7bc945b7d.png,True
md5,5187f515957dc37cc4622df3ac9895b7,2,APTOS2019,train;val,cross_split_within_dataset,APTOS2019/train/bmilddr/6b00cb764237.png;APTOS2019/val/bmilddr/64678182d8a8.png,True
md5,528090765df1e6959ad7da4850717967,2,APTOS2019,test;train,cross_split_within_dataset,APTOS2019/test/bmilddr/94b1d8ad35ec.png;APTOS2019/train/bmilddr/4d7d6928534a.png,True
md5,52fa72a73d37c6f4aa4f8c2f5c8485e8,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/cmoderatedr/3a1d3ce00f0c.png;APTOS2019/train/cmoderatedr/a19507501b40.png,True
md5,556e1cb4e2985431a36f8aa2e08d0d2b,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/bmilddr/80d24897669f.png;APTOS2019/train/bmilddr/fea14b3d44b0.png,True
md5,57e5e585e8851126c94102e1b0d36a02,2,APTOS2019,train;val,cross_split_within_dataset,APTOS2019/train/dseveredr/e76a9cbb2a8c.png;APTOS2019/val/dseveredr/bb7e0a2544cd.png,True
md5,58e8d8fcb168a5d9fea04d5e298cb434,2,APTOS2019,train,within_split_or_duplicate_name,APTOS2019/train/cmoderatedr/144b01e7b993.png;APTOS2019/train/cmoderatedr/1e143fa3de57.png,True
