dataset,backbone,ranking_target,ranking_method,budget,rank,review_flag,target_event,true_grade,pred_grade,relative_image_path,confidence,margin,entropy,expected_grade,severe_prob_mass,expected_gap,gated_severe_prob_mass,ranking_score
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.1,31,False,True,3,1,IDRiD_data/test/dsevereDR/IDRiD_064.png,0.6528031229972839,0.4849429726600647,1.03645920753479,1.2571837902069092,0.0699080526828765,0.2571837902069092,0.0699080526828765,0.2571837902069092
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.1,33,False,True,4,1,IDRiD_data/test/eproDR/IDRiD_002.png,0.771331787109375,0.6667497754096985,0.8046334981918335,1.25065279006958,0.0694630071520805,0.2506527900695801,0.0694630071520805,0.2506527900695801
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.1,40,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_040.png,0.6328487992286682,0.5022240877151489,1.0766932964324951,2.22896146774292,0.2347557991743087,0.2289614677429199,0.2347557991743087,0.2289614677429199
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.1,51,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_061.png,0.6250344514846802,0.4696913361549377,1.082993745803833,2.156041383743286,0.2162199914455413,0.1560413837432861,0.2162199914455413,0.1560413837432861
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.1,75,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_032.png,0.5053046345710754,0.2251017689704895,1.205207586288452,2.02971625328064,0.207218125462532,0.0297162532806396,0.207218125462532,0.0297162532806396
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.1,79,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_003.png,0.5099443197250366,0.2080273032188415,1.172811508178711,1.9710018634796145,0.1753589063882827,-0.0289981365203857,0.1753589063882827,-0.0289981365203857
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,1,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_075.png,0.3747008144855499,0.0595958232879638,1.310704231262207,2.09729552268982,0.284975916147232,1.0972955226898191,0.284975916147232,1.0972955226898191
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,2,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_059.png,0.3756903409957886,0.0394217669963836,1.318698525428772,2.056038856506348,0.2711695730686188,1.0560388565063477,0.2711695730686188,1.0560388565063477
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,3,True,True,3,1,IDRiD_data/test/dsevereDR/IDRiD_027.png,0.3626122176647186,0.0190632045269012,1.3370192050933838,2.0489749908447266,0.2670720219612121,1.0489749908447266,0.2670720219612121,1.0489749908447266
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,4,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_042.png,0.4594313502311706,0.1423923373222351,1.1484540700912476,2.674006462097168,0.5108823776245117,0.674006462097168,0.5108823776245117,0.674006462097168
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,5,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_066.png,0.4706868827342987,0.1406471133232116,1.1502569913864136,2.600841999053955,0.4871256947517395,0.6008419990539551,0.4871256947517395,0.6008419990539551
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,6,True,True,4,1,IDRiD_data/test/eproDR/IDRiD_048.png,0.4723359942436218,0.0596208572387695,1.086488127708435,1.5843756198883057,0.0769660919904708,0.5843756198883057,0.0769660919904708,0.5843756198883057
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,7,True,False,1,0,IDRiD_data/test/bmildDR/IDRiD_063.png,0.501244068145752,0.0537890195846557,0.8850118517875671,0.5663408637046814,0.0086883399635553,0.5663408637046814,0.0086883399635553,0.5663408637046814
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,8,True,True,2,0,IDRiD_data/test/cmoderateDR/IDRiD_084.png,0.5312963128089905,0.1090770661830902,0.8786541819572449,0.5451921224594116,0.016000697389245,0.5451921224594116,0.016000697389245,0.5451921224594116
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,9,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_041.png,0.5268502831459045,0.1014075577259063,0.8748406767845154,0.5403238534927368,0.0103012435138225,0.5403238534927368,0.0103012435138225,0.5403238534927368
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,10,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_030.png,0.544305682182312,0.1319820284843444,0.8656161427497864,0.5266218781471252,0.0146642979234457,0.5266218781471252,0.0146642979234457,0.5266218781471252
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,11,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_077.png,0.5707359910011292,0.1897019445896148,0.8721427917480469,0.5210903882980347,0.0224323906004428,0.5210903882980347,0.0224323906004428,0.5210903882980347
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,12,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_097.png,0.557144284248352,0.2479018568992614,1.0969032049179075,1.519182205200195,0.0929328128695488,0.5191822052001953,0.0929328128695488,0.5191822052001953
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,13,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_093.png,0.6263668537139893,0.3743777573108673,1.0143141746520996,1.4673333168029783,0.0891779363155365,0.4673333168029785,0.0891779363155365,0.4673333168029785
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,14,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_029.png,0.6216856837272644,0.2940175831317901,0.8480663299560547,0.4584638476371765,0.0154602853581309,0.4584638476371765,0.0154602853581309,0.4584638476371765
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,15,True,True,3,0,IDRiD_data/test/dsevereDR/IDRiD_060.png,0.6112798452377319,0.2583875358104706,0.8157836198806763,0.4506549537181854,0.0136911235749721,0.4506549537181854,0.0136911235749721,0.4506549537181854
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,16,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_065.png,0.5935951471328735,0.2662457227706909,0.9566832184791564,1.4463669061660769,0.0530765950679779,0.4463669061660766,0.0530765950679779,0.4463669061660766
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,17,True,False,1,1,IDRiD_data/test/bmildDR/IDRiD_085.png,0.6139357686042786,0.3096563518047333,0.949986219406128,1.4158549308776855,0.0517639890313148,0.4158549308776855,0.0517639890313148,0.4158549308776855
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,18,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_024.png,0.6354795098304749,0.3647423982620239,0.9545714855194092,1.3935669660568235,0.0568959899246692,0.3935669660568237,0.0568959899246692,0.3935669660568237
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,19,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_022.png,0.6273888945579529,0.3342776894569397,0.9009295701980592,2.3916923999786377,0.3526691794395447,0.3916923999786377,0.3526691794395447,0.3916923999786377
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,20,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_046.png,0.663936197757721,0.4471734166145324,0.9728562235832214,1.385213017463684,0.0756596103310585,0.3852130174636841,0.0756596103310585,0.3852130174636841
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,21,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_094.png,0.6155350208282471,0.4490034282207489,1.115024447441101,1.3595247268676758,0.1054307371377945,0.3595247268676758,0.1054307371377945,0.3595247268676758
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,22,False,True,2,0,IDRiD_data/test/cmoderateDR/IDRiD_076.png,0.6959330439567566,0.4144095182418823,0.7122448682785034,0.3533384799957275,0.0136742684990167,0.3533384799957275,0.0136742684990167,0.3533384799957275
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,26,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_087.png,0.5248754024505615,0.3399103879928589,1.2248882055282593,2.3163905143737797,0.3052197992801666,0.3163905143737793,0.3052197992801666,0.3163905143737793
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,31,False,True,3,1,IDRiD_data/test/dsevereDR/IDRiD_064.png,0.6528031229972839,0.4849429726600647,1.03645920753479,1.2571837902069092,0.0699080526828765,0.2571837902069092,0.0699080526828765,0.2571837902069092
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,33,False,True,4,1,IDRiD_data/test/eproDR/IDRiD_002.png,0.771331787109375,0.6667497754096985,0.8046334981918335,1.25065279006958,0.0694630071520805,0.2506527900695801,0.0694630071520805,0.2506527900695801
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,40,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_040.png,0.6328487992286682,0.5022240877151489,1.0766932964324951,2.22896146774292,0.2347557991743087,0.2289614677429199,0.2347557991743087,0.2289614677429199
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,51,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_061.png,0.6250344514846802,0.4696913361549377,1.082993745803833,2.156041383743286,0.2162199914455413,0.1560413837432861,0.2162199914455413,0.1560413837432861
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,75,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_032.png,0.5053046345710754,0.2251017689704895,1.205207586288452,2.02971625328064,0.207218125462532,0.0297162532806396,0.207218125462532,0.0297162532806396
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.2,79,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_003.png,0.5099443197250366,0.2080273032188415,1.172811508178711,1.9710018634796145,0.1753589063882827,-0.0289981365203857,0.1753589063882827,-0.0289981365203857
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,1,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_075.png,0.3747008144855499,0.0595958232879638,1.310704231262207,2.09729552268982,0.284975916147232,1.0972955226898191,0.284975916147232,1.0972955226898191
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,2,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_059.png,0.3756903409957886,0.0394217669963836,1.318698525428772,2.056038856506348,0.2711695730686188,1.0560388565063477,0.2711695730686188,1.0560388565063477
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,3,True,True,3,1,IDRiD_data/test/dsevereDR/IDRiD_027.png,0.3626122176647186,0.0190632045269012,1.3370192050933838,2.0489749908447266,0.2670720219612121,1.0489749908447266,0.2670720219612121,1.0489749908447266
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,4,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_042.png,0.4594313502311706,0.1423923373222351,1.1484540700912476,2.674006462097168,0.5108823776245117,0.674006462097168,0.5108823776245117,0.674006462097168
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,5,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_066.png,0.4706868827342987,0.1406471133232116,1.1502569913864136,2.600841999053955,0.4871256947517395,0.6008419990539551,0.4871256947517395,0.6008419990539551
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,6,True,True,4,1,IDRiD_data/test/eproDR/IDRiD_048.png,0.4723359942436218,0.0596208572387695,1.086488127708435,1.5843756198883057,0.0769660919904708,0.5843756198883057,0.0769660919904708,0.5843756198883057
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,7,True,False,1,0,IDRiD_data/test/bmildDR/IDRiD_063.png,0.501244068145752,0.0537890195846557,0.8850118517875671,0.5663408637046814,0.0086883399635553,0.5663408637046814,0.0086883399635553,0.5663408637046814
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,8,True,True,2,0,IDRiD_data/test/cmoderateDR/IDRiD_084.png,0.5312963128089905,0.1090770661830902,0.8786541819572449,0.5451921224594116,0.016000697389245,0.5451921224594116,0.016000697389245,0.5451921224594116
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,9,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_041.png,0.5268502831459045,0.1014075577259063,0.8748406767845154,0.5403238534927368,0.0103012435138225,0.5403238534927368,0.0103012435138225,0.5403238534927368
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,10,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_030.png,0.544305682182312,0.1319820284843444,0.8656161427497864,0.5266218781471252,0.0146642979234457,0.5266218781471252,0.0146642979234457,0.5266218781471252
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,11,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_077.png,0.5707359910011292,0.1897019445896148,0.8721427917480469,0.5210903882980347,0.0224323906004428,0.5210903882980347,0.0224323906004428,0.5210903882980347
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,12,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_097.png,0.557144284248352,0.2479018568992614,1.0969032049179075,1.519182205200195,0.0929328128695488,0.5191822052001953,0.0929328128695488,0.5191822052001953
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,13,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_093.png,0.6263668537139893,0.3743777573108673,1.0143141746520996,1.4673333168029783,0.0891779363155365,0.4673333168029785,0.0891779363155365,0.4673333168029785
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,14,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_029.png,0.6216856837272644,0.2940175831317901,0.8480663299560547,0.4584638476371765,0.0154602853581309,0.4584638476371765,0.0154602853581309,0.4584638476371765
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,15,True,True,3,0,IDRiD_data/test/dsevereDR/IDRiD_060.png,0.6112798452377319,0.2583875358104706,0.8157836198806763,0.4506549537181854,0.0136911235749721,0.4506549537181854,0.0136911235749721,0.4506549537181854
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,16,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_065.png,0.5935951471328735,0.2662457227706909,0.9566832184791564,1.4463669061660769,0.0530765950679779,0.4463669061660766,0.0530765950679779,0.4463669061660766
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,17,True,False,1,1,IDRiD_data/test/bmildDR/IDRiD_085.png,0.6139357686042786,0.3096563518047333,0.949986219406128,1.4158549308776855,0.0517639890313148,0.4158549308776855,0.0517639890313148,0.4158549308776855
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,18,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_024.png,0.6354795098304749,0.3647423982620239,0.9545714855194092,1.3935669660568235,0.0568959899246692,0.3935669660568237,0.0568959899246692,0.3935669660568237
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,19,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_022.png,0.6273888945579529,0.3342776894569397,0.9009295701980592,2.3916923999786377,0.3526691794395447,0.3916923999786377,0.3526691794395447,0.3916923999786377
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,20,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_046.png,0.663936197757721,0.4471734166145324,0.9728562235832214,1.385213017463684,0.0756596103310585,0.3852130174636841,0.0756596103310585,0.3852130174636841
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,21,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_094.png,0.6155350208282471,0.4490034282207489,1.115024447441101,1.3595247268676758,0.1054307371377945,0.3595247268676758,0.1054307371377945,0.3595247268676758
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,22,True,True,2,0,IDRiD_data/test/cmoderateDR/IDRiD_076.png,0.6959330439567566,0.4144095182418823,0.7122448682785034,0.3533384799957275,0.0136742684990167,0.3533384799957275,0.0136742684990167,0.3533384799957275
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,23,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_081.png,0.6590599417686462,0.410975694656372,0.9301096200942992,1.33526611328125,0.0475126318633556,0.33526611328125,0.0475126318633556,0.33526611328125
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,24,True,False,4,3,IDRiD_data/test/eproDR/IDRiD_001.png,0.4949046373367309,0.0708363652229309,0.9643263816833496,3.3231005668640137,0.918972909450531,0.3231005668640136,0.0,0.3231005668640136
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,25,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_007.png,0.4955373108386993,0.3116888701915741,1.2666172981262207,2.323000431060791,0.3385951220989227,0.323000431060791,0.3385951220989227,0.323000431060791
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,26,True,True,4,2,IDRiD_data/test/eproDR/IDRiD_087.png,0.5248754024505615,0.3399103879928589,1.2248882055282593,2.3163905143737797,0.3052197992801666,0.3163905143737793,0.3052197992801666,0.3163905143737793
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,27,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_055.png,0.7094283699989319,0.5169150829315186,0.8829928636550903,1.3127849102020264,0.0573270358145237,0.3127849102020263,0.0573270358145237,0.3127849102020263
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,28,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_035.png,0.6524908542633057,0.3850316703319549,0.8919023275375366,2.309534788131714,0.3083589375019073,0.3095347881317138,0.3083589375019073,0.3095347881317138
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,29,True,False,0,0,IDRiD_data/test/anoDR/IDRiD_044.png,0.7548384666442871,0.530597448348999,0.6448498964309692,0.2802634537220001,0.0075343796052038,0.2802634537220001,0.0075343796052038,0.2802634537220001
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,30,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_098.png,0.7372280359268188,0.5976069569587708,0.8843130469322205,1.269623637199402,0.0685232356190681,0.2696236371994018,0.0685232356190681,0.2696236371994018
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,31,True,True,3,1,IDRiD_data/test/dsevereDR/IDRiD_064.png,0.6528031229972839,0.4849429726600647,1.03645920753479,1.2571837902069092,0.0699080526828765,0.2571837902069092,0.0699080526828765,0.2571837902069092
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,33,False,True,4,1,IDRiD_data/test/eproDR/IDRiD_002.png,0.771331787109375,0.6667497754096985,0.8046334981918335,1.25065279006958,0.0694630071520805,0.2506527900695801,0.0694630071520805,0.2506527900695801
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,40,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_040.png,0.6328487992286682,0.5022240877151489,1.0766932964324951,2.22896146774292,0.2347557991743087,0.2289614677429199,0.2347557991743087,0.2289614677429199
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,51,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_061.png,0.6250344514846802,0.4696913361549377,1.082993745803833,2.156041383743286,0.2162199914455413,0.1560413837432861,0.2162199914455413,0.1560413837432861
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,75,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_032.png,0.5053046345710754,0.2251017689704895,1.205207586288452,2.02971625328064,0.207218125462532,0.0297162532806396,0.207218125462532,0.0297162532806396
IDRiD_data,convnext_tiny,large_undergrading,expected_gap_only,0.3,79,False,True,4,2,IDRiD_data/test/eproDR/IDRiD_003.png,0.5099443197250366,0.2080273032188415,1.172811508178711,1.9710018634796145,0.1753589063882827,-0.0289981365203857,0.1753589063882827,-0.0289981365203857
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,1,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_042.png,0.4594313502311706,0.1423923373222351,1.1484540700912476,2.674006462097168,0.5108823776245117,0.674006462097168,0.5108823776245117,0.5108823776245117
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,2,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_066.png,0.4706868827342987,0.1406471133232116,1.1502569913864136,2.600841999053955,0.4871256947517395,0.6008419990539551,0.4871256947517395,0.4871256947517395
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,3,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_022.png,0.6273888945579529,0.3342776894569397,0.9009295701980592,2.3916923999786377,0.3526691794395447,0.3916923999786377,0.3526691794395447,0.3526691794395447
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,4,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_007.png,0.4955373108386993,0.3116888701915741,1.2666172981262207,2.323000431060791,0.3385951220989227,0.323000431060791,0.3385951220989227,0.3385951220989227
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,5,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_035.png,0.6524908542633057,0.3850316703319549,0.8919023275375366,2.309534788131714,0.3083589375019073,0.3095347881317138,0.3083589375019073,0.3083589375019073
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,6,True,True,4,2,IDRiD_data/test/eproDR/IDRiD_087.png,0.5248754024505615,0.3399103879928589,1.2248882055282593,2.3163905143737797,0.3052197992801666,0.3163905143737793,0.3052197992801666,0.3052197992801666
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,7,True,False,0,1,IDRiD_data/test/anoDR/IDRiD_075.png,0.3747008144855499,0.0595958232879638,1.310704231262207,2.09729552268982,0.284975916147232,1.0972955226898191,0.284975916147232,0.284975916147232
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,8,True,False,3,2,IDRiD_data/test/dsevereDR/IDRiD_006.png,0.4192648828029632,0.1339949369430542,1.3294017314910889,2.0930092334747314,0.2823225855827331,0.0930092334747314,0.2823225855827331,0.2823225855827331
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,9,True,False,2,1,IDRiD_data/test/cmoderateDR/IDRiD_059.png,0.3756903409957886,0.0394217669963836,1.318698525428772,2.056038856506348,0.2711695730686188,1.0560388565063477,0.2711695730686188,0.2711695730686188
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,10,True,True,3,1,IDRiD_data/test/dsevereDR/IDRiD_027.png,0.3626122176647186,0.0190632045269012,1.3370192050933838,2.0489749908447266,0.2670720219612121,1.0489749908447266,0.2670720219612121,0.2670720219612121
IDRiD_data,convnext_tiny,large_undergrading,gated_severe_prob_mass_only,0.1,11,True,False,2,2,IDRiD_data/test/cmoderateDR/IDRiD_010.png,0.5893542766571045,0.4228120744228363,1.1464622020721436,2.174033641815185,0.2383830696344375,0.1740336418151855,0.2383830696344375,0.2383830696344375
